,prob_link,Run,voters
0,0.25,0,8
1,0.25,1,9
2,0.3055555555555556,2,8
3,0.3055555555555556,3,9
4,0.3611111111111111,4,6
5,0.3611111111111111,5,8
6,0.41666666666666663,6,13
7,0.41666666666666663,7,10
8,0.4722222222222222,8,12
9,0.4722222222222222,9,8
10,0.5277777777777778,10,9
11,0.5277777777777778,11,12
12,0.5833333333333333,12,10
13,0.5833333333333333,13,12
14,0.6388888888888888,14,8
15,0.6388888888888888,15,3
16,0.6944444444444444,16,5
17,0.6944444444444444,17,10
18,0.75,18,5
19,0.75,19,5
